8.3325,6.6807,7.7038,4.4164
9.1521,4.1957,9.0304,3.8716
2.1429,9.973,3.1834,9.8745
9.2204,3.0175,2.1664,7.4636
6.6912,6.8721,3.0256,4.7187
1.8779,6.4449,4.1501,1.8877
3.5065,4.4852,3.5838,7.611
5.9219,2.2797,9.3474,6.7358
9.6176,1.2262,1.4618,1.6646
9.684,4.79,6.334,2.0846
2.4185,2.6569,2.4661,9.8344
9.7353,7.532,8.5457,5.4712
9.6145,4.3333,2.508,1.2017
5.3684,8.574,5.5198,1.4845
8.2025,7.6081,9.994,2.2679
2.277,6.1392,4.1987,9.0413
4.7959,2.5917,1.4237,5.1924
9.2416,9.6165,2.9229,6.0477
8.1299,3.3879,4.5806,5.4501
9.6354,9.3212,4.003,1.6101
6.9017,3.0139,3.0664,9.0788
1.3214,4.3621,9.4251,3.5971
8.6422,1.7875,7.1487,3.4214
9.4059,6.761,9.659,6.3477
7.1086,2.6256,4.9418,5.2829
7.8197,1.4055,9.463,4.3148
7.6882,7.5086,1.0525,6.9005
4.53,4.1269,6.4928,9.4438
6.8993,6.9456,8.2097,6.5838
2.5407,4.4548,3.0968,3.5456
7.3544,6.6461,9.3922,2.8466
1.2865,1.1948,7.8694,4.9522
3.4923,9.1951,8.438,1.2453
1.4155,8.205,6.1612,8.8857
1.8742,7.7126,8.1332,6.4908
8.4111,8.318,3.9614,2.8323
7.2535,4.4498,3.0112,5.6793
3.8539,6.5555,3.8115,1.4844
9.552,6.1795,6.2607,8.7597
1.31,5.7705,8.4692,4.9864
4.9487,3.4756,3.6142,5.9321
4.434,3.2377,4.623,6.1017
7.8897,5.0647,8.7585,7.1236
8.1568,3.0494,6.5327,4.3424
2.6819,8.24,9.9207,1.7041
5.4079,9.8749,2.8333,5.1072
5.0103,1.2699,8.4449,1.4306
6.8168,5.821,7.0828,7.6443
7.3843,1.7837,3.2405,1.342
7.7922,8.2188,5.2821,9.5882
3.4842,9.9023,4.5917,7.6814
7.1173,1.6025,6.3949,9.437
6.8959,9.4546,8.2047,5.6203
2.4635,1.1636,1.9456,3.1681
2.071,7.1545,8.393,3.3397
5.4853,8.0536,8.5698,7.8308
9.6377,5.8072,4.1906,9.9401
4.0635,8.9682,4.8706,4.2104
6.2674,9.091,6.1502,7.7757
3.0143,6.6334,7.3074,1.9904
7.7614,2.2408,7.6822,6.3734
3.2959,2.9602,7.821,4.8754
5.5536,2.6393,4.5022,7.5765
7.2917,1.3764,4.8637,3.3506
9.0181,1.9625,9.6071,1.8533
9.6336,6.548,6.1567,5.0587
5.9249,9.4569,8.6475,6.7607
2.2476,4.1901,3.4871,2.1883
2.3436,4.6957,6.6009,5.0754
3.3176,9.8591,6.2953,6.8698
8.5665,9.5102,9.6712,8.443
3.2885,7.0898,1.7731,3.7727
8.3286,9.8947,5.5045,4.6213
3.1917,7.9015,5.6943,8.9581
9.3634,4.0303,1.8115,7.3052
4.1499,6.9614,9.142,3.1769
2.7694,3.1975,8.9595,7.8385
3.2598,3.6596,4.9509,3.6183
6.5444,7.1216,8.0355,3.4969
5.2596,5.7506,2.3362,1.055
4.1649,4.7043,6.5783,4.3724
8.4775,6.4237,3.3456,4.9324
6.2674,7.7547,5.0109,3.7387
5.9475,6.2518,8.596,3.6177
9.2547,5.9661,2.7658,3.1826
3.5726,6.2521,3.7347,9.4302
7.8148,5.6064,5.3497,8.7417
7.7836,1.7433,4.0403,4.5751
4.424,7.4761,8.1864,5.3148
6.1104,9.9654,9.8874,6.085
1.6827,4.1908,2.4314,5.4066
1.4856,9.7413,3.1319,3.4283
5.7772,4.118,7.3201,9.9077
8.0125,8.9789,4.3792,2.6531
9.4061,5.0923,9.7633,8.7549
2.1692,4.7208,9.7508,1.2937
6.1194,2.9596,6.7933,3.9876
5.2245,2.1309,8.7409,7.7387
1.1071,3.7802,4.617,6.7993
4.0341,7.5349,6.6874,2.5231
2.4596,8.0458,9.8671,9.5698
8.1486,7.2441,6.0353,5.8894
3.8009,1.0882,9.4023,3.2627
5.7568,8.5889,7.4831,6.2072
2.4908,9.301,5.3563,9.2393
6.4178,7.9386,6.7513,9.0604
3.3667,1.3839,8.9887,5.3426
6.8867,4.4037,2.7886,4.9847
7.2029,7.3391,4.5583,3.8058
7.7334,7.5656,9.9296,1.4978
5.0549,3.0185,4.6212,7.7841
1.7544,3.4215,6.9297,2.1875
3.0608,7.0573,9.1121,4.2033
9.22,5.2974,9.9584,4.5628
2.3714,6.6134,6.8785,8.9697
8.4324,3.128,1.9759,1.1912
5.8451,2.5941,1.325,8.5967
9.9652,8.4668,6.5628,3.5926
1.7036,7.9023,6.1043,3.2531
4.9841,9.4103,9.6577,5.3954
1.9599,1.971,7.7149,7.5613
9.6571,2.64,6.9626,2.8235
1.0417,1.8919,5.7098,2.9465
7.9742,5.4079,3.339,9.787
8.3557,2.7392,9.6579,6.3391
8.8183,9.063,5.8618,3.7396
1.7599,1.8918,1.2724,9.7093
4.598,1.3975,7.2668,9.0637
3.3388,6.0157,5.6774,2.7102
8.2006,7.9525,1.5313,1.0162
4.8827,3.8075,9.0103,7.4059
9.1958,2.6108,3.9718,8.8095
2.6366,4.0506,3.0673,2.0648
3.3742,2.8913,2.0255,1.3512
2.3099,5.5914,3.7983,6.3838
2.2246,9.1573,3.0559,6.4388
8.8236,6.6603,6.868,5.6479
6.2173,1.9138,1.5954,1.0676
5.9487,4.5177,3.4789,7.2004
2.3046,1.4915,3.5364,9.5142
8.6773,5.5115,8.9206,8.8618
6.5985,4.8855,4.999,2.0195
4.1586,9.978,7.8032,4.1911
5.6192,8.3044,6.4297,3.1774
4.6163,5.3709,8.0494,6.043
1.6837,9.05,2.0254,6.5145
3.1592,2.2379,9.8071,3.7073
2.1099,4.51,8.6374,8.1833
2.6552,9.3462,1.4558,8.1608
3.1596,9.2574,5.1958,8.0298
4.7554,7.4222,3.9309,4.1599
1.4469,6.565,6.6718,1.4887
9.1244,4.0896,3.0727,7.3783
9.5031,9.4242,6.219,9.9364
5.4178,2.123,6.4284,2.4623
5.4033,7.5753,6.3989,2.0221
4.0395,6.8183,5.0359,9.2159
